"Timestamp","Nama","Departemen","Tulis 5 kata yang terkait dengan AGILE! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan PURPOSEFUL! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan INCLUSIVE! Cukup pisahkan dengan spasi","Tulis 5 kata yang terkait dengan DIGITAL TRANSFORMATION! Cukup pisahkan dengan spasi"
"2020/11/25 11:59:37 AM GMT+7","YUDHA","CPG","ADAPTIF ECOSYSTEM CAPABILITIES HUMAN MANAGEMENT","LIFE MISSION FUTURE MEANING ECOSYSTEM","COLLABORATION BEHAVIOUR DIVERSITY ORGANIZATION ENVIRONMENT ","FUTURE WORK PRODUCTIVE PROGRAM ORGANIZATION"
"2020/11/25 11:59:37 AM GMT+7","Reza","DDJ","value development changing create understand","commitment impact strategy growth understand","teamwork person behavior people understand","platform idea create system understand "
"2020/11/25 11:59:38 AM GMT+7","Riangga Sujatmiko","SGB","Idea Capability Industry Goal Opportunity","Partner People Professional Leadership Behavior","People Include Individual Meaning Share","Global Career Professional Share Idea"
"2020/11/25 11:59:38 AM GMT+7","Novan","CPH","Action Active People Develop Event","Collaboration Ecosystem Idea Human Impact","Discrimination Diversity Identity Personal ","Digital"
"2020/11/25 11:59:38 AM GMT+7","Galih","Grb","Innovation learn think crisis risk","Develop teamwork insight data family","Action job ","Job"
"2020/11/25 11:59:39 AM GMT+7","Ivan","CPA","Innovation Effort Potential Initiative Performance","Vision Strategy Achieve Growth Value","Diversity Social Collaboration Identity Global","Platform System Data Online Program"
"2020/11/25 11:59:39 AM GMT+7","Geny","QOA","STRATEGY TECHNOLOGY ABILITY ADAPT OPPORTUNITY","FOCUS VISION MEANING MISSION  GOAL","COLOR ABILITY FEMALE DIVERSITY GENDER","IGNITE SYSTEM DEVELOP CAPABILITY INFRASTRUCTURE"
"2020/11/25 11:59:40 AM GMT+7","Hilda","FQC","adapt change driven opportunity organization","human leader team goal deliver","diversity identity human opportunity ","deliver rapid"
"2020/11/25 11:59:41 AM GMT+7","Bagas","CPY","Adapt, Change, Innovation, Opportunity","People, Organization, Platform","Diversity, Positive, Personal","Technology, Data, Future, Develop"
"2020/11/25 11:59:42 AM GMT+7","Afif Bahruddin","DDH","ABILITY ACTION APPROACH CHALLENGE DECISIONS","BENEFIT DEVELOP GROWTH INNOVATION SUCCCED","Culture custom gender management social","Base Corporate development management innovation"
"2020/11/25 11:59:43 AM GMT+7","Fahmi","SQA","Oportunity, Capability, reduce, driven, ability","Mind, insight, Enggagement, social, education","Teamwork, social, sistem, diverse, colloaboration","Skill, Capability, sistem, ability, performance"
"2020/11/25 11:59:43 AM GMT+7","Pici","MMA","future collaboration changing crisis pandemic","care offer help meaning understand","people care ","."
"2020/11/25 11:59:44 AM GMT+7","Len","RMA","Change collaboration team manage people","culture core impact human value","human women people teamwork diversity","technology data organization people teamwork"
"2020/11/25 11:59:46 AM GMT+7","Johanes Sirait","DDG","Improve changing performance productive initiative","People capabilities social approach building","Diversity culture colleague sense people","Shift skill knowledge driven opportuinity"
"2020/11/25 11:59:49 AM GMT+7","Benny","Cpf","Fast, adapt, value, vision, team","Meaning, deep, value, understanding, vision","Color, diversity,  value, diverse, team","Core, improve, innovation, vision, value"
"2020/11/25 11:59:53 AM GMT+7","Surya","CPA","improve, innovation , idea, future, value","meaning, value, vision, employee, future","engagement, community, project, diversity , meaning","workplace, online, infrastructure,technology, program"
"2020/11/25 11:59:54 AM GMT+7","Naufal","DDH","Improve","Goal","People","Innovation"
"2020/11/25 11:59:56 AM GMT+7","Luthfi","MSA","Active Challenge Changing Scale Rapid","Productive Idea Vision Knowledge Opportunity","Productive Talent Diversity Active Improve e","Prodictive Improve Idea Scale Active"
"2020/11/25 11:59:56 AM GMT+7","M Miftahul Fahmi","GEA","adapt, growth, improve, learn, rapid, ","account, ","employee","system, ability, technology, understand, training"
"2020/11/25 11:59:56 AM GMT+7","Juli","DDE","Adapt environment innovative potential technology ","Organization productive active","Diversity","Technology"
"2020/11/25 11:59:57 AM GMT+7","Anthony","DAA","Potential people study improve opportunity","Succeed ","Employee people ","Technology development performance"
"2020/11/25 11:59:59 AM GMT+7","Rizal","ITA","Action, adapt, technology, system, skill","People, study, practice, program, policy","Support, growth, value, worker, workplace","Technology, adapt, system, growth, support"
"2020/11/25 11:59:59 AM GMT+7","ganteng","QBL","skill,  shift , change, challenge, idea","social, positive, education, value, health","positive, understanding, engage, diversity, collaboration","technology, skill, change, shift, productive"
"2020/11/25 11:59:59 AM GMT+7","easwara manggala","DDG","ability ignite active adapt decision","ability ignite active adapt decision","ability ignite active adapt decision","ability ignite active adapt decision"
"2020/11/25 11:59:59 AM GMT+7","Roby","DAC","Adapt Change collaboration culture positive","Achieve vision growth strategy productive","Diverse gender value culture life","Knowledge growth workplace collaboration teamwork"
"2020/11/25 12:00:02 PM GMT+7","Lisa","QBH","Adapt change strategy vision behavior ","Commitment community environtment mission people","Behavior collaboration teamwork culture engage","Adapt change future innovation learn platform technology"
"2020/11/25 12:00:02 PM GMT+7","Cakra","DAC","adapt change improve fast","development","engagement people organization social ","technology"
"2020/11/25 12:00:05 PM GMT+7","Fendy ","DAC","future experience create culture data","goal cost store build local","create education ","global fast community build"
"2020/11/25 12:00:06 PM GMT+7","Bastian","Cpc","Adapt change collaboration culture strategy","Achieve career vision growth productive","Diverse gender value life culture","Knowledge workplace future technology idea"
"2020/11/25 12:00:08 PM GMT+7","Wimpi","CPC","Adapt, change, strategy, challenge, mind","Achieve, career, growth, vision, succeed","Culture, divirse, gender, life","Knowledge, workplace, collaboration, teamwork, idea"
"2020/11/25 12:00:11 PM GMT+7","Denni ","DDA","Adapt potential learn opportunity management","Family life costumer social journey","Include human identity individual talent","Opportunity innovation insight idea work"
"2020/11/25 12:00:23 PM GMT+7","Melissa","UPK","adapt apply change positive idea","focus win improve value insight","social people vision person behavior","technology program support system risk"
"2020/11/25 12:00:37 PM GMT+7","Yoanna ","VFF","Opportunitty, building businnes, development, innovation, abillyty","Support system, commitment,, strategy, technology, support system","Collaboration, diversity, productivity, teamwotk, ","Technology, "
"2020/11/25 12:00:40 PM GMT+7","Andra","QEB","adapt challenge data driven strategy","vision identity impact improve meaning","develop training social lead education","adapt building platform performance potential"
"2020/11/25 12:00:42 PM GMT+7","Muhammad Reza Wahyudi","DDH","adapt initiative fast impact","function impact meaning ","system understanding ","adapt impact system understanding function"
"2020/11/25 12:00:48 PM GMT+7","Albert S","Upb","Adapt challenge achieve exellence  inovation","Productive deliver expertise diversity human","Colaboration teamwork engagement family personal","Adapt improve technology strategy online"
"2020/11/25 12:00:54 PM GMT+7","Irma","UPM","Mind shift adapt collaboration change","Goal impact meaning insight engage","Diversity team talent human ecosystem","Changing technology people shift"
"2020/11/25 12:01:06 PM GMT+7","Rizky Adhi P","DDA","Innovation knowledge initiative skill role","Health social vision view company","Teamwork diverse diversity leader management","Technology global industry infrastructure online"
"2020/11/25 12:01:18 PM GMT+7","Michael Lopolisa","RPP","Adapt, positive, learn, initiative, changing","Culture, value, vision, improve, discipline","Difference, diverse, culture, learn, build","Technology inovation initiative challenge improvement"
"2020/11/25 12:01:29 PM GMT+7","veve","PLF","adapt change changing pandemic ","value","diverse diversity care engage engagement ","capabilities collaboration "
"2020/11/25 12:02:18 PM GMT+7","Dian Vio","CPF","Hierarcy Autonomy Diversity Inclusive Organization","Capabilities Value Creation Centralized Decentralized","Respect Collaboration Together Culture Vision Mission","digital transformation agile new simplification"
"2020/11/25 12:02:41 PM GMT+7","Yulia","CPD","Gesit Cepat Lincah Speed Tepat","Gerakkan Membangun Harapan Spirit Impian","Keberagaman Berbeda Merangkul Kerjasama Melayani","Teknologi Otomatisasi Smart Integrasi Mutakhir"
"2020/11/25 12:02:47 PM GMT+7","Risco","DDE","Build innovation develop growth improve","Education positive growth health growth","Diversity","Improve"
"2020/11/25 12:03:12 PM GMT+7","Angelique","Kzz","Adapt change fast survive excellence","Community care volunteer meaning contribute","Diversity care diverse respect mentor","Business mobile system simplify online"
"2020/11/25 12:03:17 PM GMT+7","ND","YOD","ability adapt talent goal growth","human impact future mind mission","collaboration culture teamwork diversity social","technology enable data decision journey"
"2020/11/25 12:04:10 PM GMT+7","Edo","DAA","Learn improve custom create skill ","Future market customer goal sense","Strategy project lead leader leadership","Ecosystem infrastructure create data innovation"
"2020/11/25 12:04:56 PM GMT+7","Ian","DDA","Adapt action active idea improve","Leadership dicipline focused opportunity capability","Education diversity teamwork human people","Data education global innovationplan"
"2020/11/25 12:05:06 PM GMT+7","Deddy","Ddg","Adapt Culture Behavior diversity people","Leadership goal human role meaning","Collaboration engagement teamwork life sense","Technology support system productive fast"
